,index,x,y,z,name
0,1,203,300,21.0, ABaraappp
1,2,219,326,21.0, ABaraappa
2,3,239,321,20.0, ABaraapap
3,4,244,342,21.0, ABaraapaa
4,5,148,319,21.0, ABarapppa
5,6,145,296,20.0, ABarapppp
6,7,185,351,19.0, ABarappaa
7,8,164,329,21.0, ABarappap
8,9,196,323,21.0, ABarapaap
9,10,219,346,22.0, ABarapaaa
10,11,170,306,22.0, ABarapapp
11,12,190,342,23.0, ABarapapa
12,13,178,286,8.0, ABarpaapp
13,14,210,308,9.0, ABarpaapa
14,15,229,342,8.0, ABarpaaaa
15,16,216,322,8.0, ABarpaaap
16,17,193,344,8.0, ABarpapaa
17,18,165,328,8.0, ABarpapap
18,19,152,297,9.0, ABarpappp
19,20,177,316,7.0, ABarpappa
20,21,198,369,18.0, ABalaapap
21,22,228,379,17.0, ABalaapaa
22,23,188,358,12.0, ABalaappp
23,24,257,353,11.0, ABalaaaal
24,25,266,374,17.0, ABalaaaar
25,26,249,373,12.0, ABalaaapa
26,27,207,380,13.0, ABalaappa
27,28,220,369,13.0, ABalaaapp
28,29,232,374,9.0, ABalappaa
29,30,213,357,8.0, ABalappap
30,31,205,345,11.0, ABalapppa
31,32,187,323,10.0, ABalapppp
32,33,276,298,16.0, ABalppaap
33,34,275,323,15.0, ABalppaaa
34,35,241,268,21.0, ABalppapp
35,36,263,296,18.0, ABalppapa
36,37,235,283,15.0, MSapaa
37,38,217,256,16.0, MSapap
38,39,230,257,12.0, ABalppppp
39,40,239,276,9.0, ABalppppa
40,41,255,311,13.0, ABalpppaa
41,42,252,287,12.0, ABalpppap
42,43,239,297,22.0, ABalpappp
43,44,257,306,22.0, ABalpappa
44,45,270,318,21.0, ABalpapap
45,46,255,319,17.0, ABalpaapp
46,47,265,350,16.0, ABalpaapa
47,48,267,340,22.0, ABalpaaap
48,49,281,339,18.0, ABalpapaa
49,50,263,365,21.0, ABalpaaaa
50,51,242,361,9.0, ABalapaaa
51,52,253,336,8.0, ABalapaap
52,53,233,306,11.0, ABalapapp
53,54,247,329,11.0, ABalapapa
54,55,226,368,21.0, ABaraaapa
55,56,198,359,22.0, ABaraaapp
56,57,237,355,23.0, ABaraaaap
57,58,248,379,18.0, ABaraaaaa
59,60,146,344,18.0, ABprpaaaa
60,61,125,317,21.0, ABprpaaap
61,62,127,329,17.0, ABprpaapa
62,63,116,300,16.0, ABprpaapp
63,64,105,290,20.0, ABprpapap
64,65,127,297,22.0, ABprpapaa
65,66,121,278,22.0, ABprpappa
66,67,114,258,21.0, ABprpappp
67,68,106,275,17.0, ABprppaaa
68,69,86,257,21.0, ABprppaap
69,70,104,251,18.0, ABprppapa
70,71,97,220,18.0, ABprppapp
71,72,98,239,22.0, ABprppppa
72,73,96,211,22.0, ABprppppp
73,74,79,241,19.0, ABprpppaa
74,75,77,210,18.0, ABprpppap
75,76,83,226,13.0, ABprappap
76,77,85,260,14.0, ABprappaa
77,78,104,180,15.0, Cpppa
78,79,89,194,16.0, ABprapppp
79,80,84,206,12.0, ABprapppa
80,81,112,225,11.0, ABarppppp
81,82,123,249,11.0, ABarppppa
82,83,138,257,8.0, ABarpppap
83,84,151,278,7.0, ABarpppaa
84,85,198,276,7.0, ABarppaaa
85,86,182,256,9.0, ABarppaap
86,87,153,222,10.0, ABarppapp
87,88,167,248,8.0, ABarppapa
88,89,163,350,16.0, ABpraaaap
89,90,181,365,16.0, ABpraaaaa
90,91,169,358,11.0, ABpraaapa
91,92,147,340,14.0, ABpraaapp
92,93,120,314,11.0, ABpraapap
93,94,147,331,9.0, ABpraapaa
94,95,117,292,11.0, ABpraappp
95,96,146,317,12.0, ABpraappa
96,97,222,228,21.0, ABplpappa
97,98,207,212,21.0, ABplpappp
98,99,225,246,21.0, ABplpapap
99,100,247,249,21.0, ABplpapaa
100,101,266,277,16.0, ABplpaaaa
101,102,253,258,17.0, ABplpaaap
102,103,234,231,13.0, ABplpaapp
103,104,253,259,13.0, ABplpaapa
104,105,197,195,22.0, ABplppppa
105,106,176,180,22.0, ABplppppp
106,107,191,172,19.0, ABplpppap
107,108,213,189,18.0, ABplpppaa
108,109,168,171,14.0, ABplapppp
109,110,197,174,13.0, ABplapppa
110,111,220,210,17.0, ABplppaap
111,112,234,233,17.0, ABplppaaa
112,113,208,223,13.0, ABplppapa
113,114,200,196,16.0, ABplppapp
114,115,142,254,21.0, MSpapp
115,116,167,264,21.0, MSpapap
116,117,186,288,20.0, MSpapaa
117,118,212,352,16.0, MSpaaaa
118,119,188,332,16.0, MSpaaap
119,120,191,304,16.0, MSpaap
120,121,128,265,16.0, MSpppp
121,122,149,273,16.0, MSpppa
122,123,164,316,17.0, MSppaa
123,124,148,296,17.0, MSppap
124,125,201,245,19.0, MSappa
125,126,190,247,22.0, MSaapp
126,127,225,285,20.0, MSaapaa
127,128,206,263,20.0, MSaapap
128,129,225,313,17.0, MSaaapa
129,130,213,299,16.0, MSaaapp
130,131,225,331,12.0, MSaaaap
131,132,241,355,15.0, MSaaaaa
132,133,193,225,17.0, MSappp
133,134,204,187,10.0, ABplappap
134,135,209,209,8.0, ABplappaa
135,136,185,187,10.0, ABplapapp
136,137,188,226,8.0, ABplapapa
137,138,198,241,7.0, ABplapaap
138,139,215,281,8.0, ABplaaapp
139,140,225,255,7.0, ABplapaaa
140,141,266,304,11.0, ABplaapaa
141,142,255,276,8.0, ABplaapap
142,143,218,230,9.0, ABplaappp
143,144,249,256,8.0, ABplaappa
144,145,256,309,7.0, ABplaaaap
145,146,270,328,10.0, ABplaaaaa
146,147,239,300,7.0, ABplaaapa
147,148,125,199,17.0, Dpp
148,149,123,230,19.0, Dpa
149,150,146,196,19.0, Dap
150,151,179,212,21.0, Daa
151,152,173,242,18.0, Z3
152,153,148,229,20.0, Z2
153,154,116,247,7.0, Cpaaa
154,155,110,204,7.0, Cpaap
155,156,91,236,9.0, ABprapapp
156,157,100,271,12.0, ABprapapa
157,158,115,276,8.0, ABprapaap
158,159,130,295,7.0, ABprapaaa
159,160,119,154,12.0, Cpapp
160,161,107,181,9.0, Cpapa
161,162,115,163,18.0, Cpppp
162,163,110,189,22.0, Cppa
163,164,142,168,15.0, Capp
164,165,158,166,22.0, Capa
165,166,165,204,7.0, Caaaa
166,167,156,178,8.0, Caaap
167,168,146,157,9.0, Caap
168,169,127,206,13.0, Eprp
169,170,148,246,14.0, Epra
170,171,159,196,14.0, Eplp
171,172,173,226,13.0, Epla
172,173,179,302,13.0, Eara
173,174,148,276,13.0, Earp
174,175,205,280,13.0, Eala
175,176,181,250,14.0, Ealp
