,index,x,y,z,name
0,1,213,290,22.0, ABaraappp
1,2,225,320,21.0, ABaraappa
2,3,248,326,22.0, ABaraapap
3,4,245,355,22.0, ABaraapaa
4,5,142,302,21.0, ABarappp
5,6,160,321,22.0, ABarappa
6,7,208,331,22.0, ABarapaa
7,8,180,303,21.0, ABarapapp
8,9,186,324,22.0, ABarapapa
9,10,181,299,10.0, ABarpaapp
10,11,196,326,9.0, ABarpaapa
11,12,191,349,8.0, ABarpaaa
12,13,159,339,10.0, ABarpapa
13,14,154,311,10.0, ABarpapp
14,15,205,376,18.0, ABalaapa
15,16,183,364,15.0, ABalaapp
16,17,243,378,14.0, ABalaaaa
17,18,218,370,14.0, ABalaaap
18,19,203,365,10.0, ABalappa
19,20,186,333,13.0, ABalappp
20,21,282,327,13.0, ABalppaa
21,22,272,304,17.0, ABalppap
22,23,247,277,18.0, MSapaa
23,24,225,256,19.0, MSapap
24,25,222,273,15.0, ABalppppp
25,26,241,290,14.0, ABalppppa
26,27,248,310,14.0, ABalpppa
27,28,262,292,22.0, ABalpappp
28,29,271,321,21.0, ABalpappa
29,30,279,336,19.0, ABalpapap
30,31,262,328,15.0, ABalpaapp
31,32,259,355,13.0, ABalpaapa
32,33,276,356,19.0, ABalpapaa
33,34,261,366,17.0, ABalpaaa
34,35,228,355,10.0, ABalapaa
35,36,222,328,12.0, ABalapap
37,38,224,366,21.0, ABaraaapa
38,39,199,347,22.0, ABaraaapp
39,40,241,376,19.0, ABaraaaa
41,42,130,322,20.0, ABprpaaa
42,43,113,304,18.0, ABprpaap
43,44,111,283,21.0, ABprpapa
44,45,107,256,22.0, ABprpapp
45,46,89,263,19.0, ABprppaa
46,47,106,230,19.0, ABprppap
47,48,100,196,21.0, ABprpppp
48,49,83,215,20.0, ABprpppa
49,50,88,235,15.0, ABprappa
50,51,93,199,15.0, ABprappp
51,52,122,226,11.0, ABarpppp
52,53,143,280,10.0, ABarpppa
53,54,173,277,10.0, ABarppaa
54,55,152,256,12.0, ABarppap
55,56,167,349,21.0, ABpraaaa
56,57,164,352,16.0, ABpraaapa
57,58,142,332,16.0, ABpraaapp
58,59,119,304,11.0, ABpraapap
59,60,131,322,13.0, ABpraapaa
60,61,118,277,14.0, ABpraappp
61,62,142,300,14.0, ABpraappa
62,63,233,231,21.0, ABplpappa
63,64,216,205,20.0, ABplpappp
64,65,245,250,16.0, ABplpapa
65,66,266,280,13.0, ABplpaaa
66,67,245,258,11.0, ABplpaap
67,68,195,179,18.0, ABplpppp
68,69,205,189,14.0, ABplpppa
69,70,177,189,10.0, ABplappp
70,71,234,225,13.0, ABplppaa
71,72,212,209,14.0, ABplppap
72,73,162,236,22.0, MSpapp
73,74,191,274,24.0, MSpapa
74,75,201,333,17.0, MSpaaa
75,76,194,287,19.0, MSpaap
76,77,135,231,21.0, MSpppp
77,78,143,255,21.0, MSpppa
78,79,167,292,19.0, MSppaa
79,80,149,273,20.0, MSppap
80,81,211,247,22.0, MSaapp
81,82,241,276,22.0, MSaapa
82,83,234,303,19.0, MSaaap
83,84,235,345,17.0, MSaaaa
84,85,203,218,18.0, MSappp
85,86,210,244,18.0, MSappa
86,87,198,201,9.0, ABplappap
87,88,219,223,9.0, ABplappaa
88,89,185,217,9.0, ABplapapp
89,90,190,250,10.0, ABplapapa
90,91,195,265,9.0, ABplapaap
91,92,212,284,9.0, ABplapaaa
92,93,263,308,10.0, ABplaapaa
93,94,245,284,9.0, ABplaapap
94,95,215,244,10.0, ABplaappp
95,96,231,280,9.0, ABplaappa
96,97,237,318,9.0, ABplaaaap
97,98,246,334,10.0, ABplaaaaa
98,99,216,306,8.0, ABplaaap
99,100,135,166,20.0, Dpp
100,101,130,211,21.0, Dpa
101,102,161,168,21.0, Dap
102,103,191,202,22.0, Daa
103,104,187,234,21.0, Z3
104,105,157,212,21.0, Z2
105,106,123,248,8.0, Cpaaa
106,107,107,204,9.0, Cpaap
107,108,93,236,10.0, ABprapapp
108,109,94,263,12.0, ABprapapa
109,110,118,286,9.0, ABprapaa
110,111,130,157,10.0, Cpapp
111,112,103,183,9.0, Cpapa
112,113,133,161,16.0, Cppp
113,114,109,172,20.0, Cppa
114,115,153,160,12.0, Capp
115,116,178,163,12.0, Capa
116,117,161,236,9.0, Caaaa
117,118,145,204,11.0, Caaap
118,119,141,177,8.0, Caap
119,120,125,196,16.0, Eprp
120,121,137,239,16.0, Epra
121,122,155,182,17.0, Eplp
122,123,173,222,15.0, Epla
123,124,176,306,15.0, Eara
124,125,145,267,16.0, Earp
125,126,198,277,15.0, Eala
126,127,174,246,17.0, Ealp
