,index,x,y,z,name
0,1,206,350,20.0, ABaraa
1,2,172,311,21.0, ABarap
2,3,120,282,12.0, ABarpp
3,4,156,339,14.0, ABarpa
4,5,254,368,19.0, ABalaa
5,6,226,358,12.0, ABalap
6,7,247,292,10.0, ABalpp
7,8,277,330,15.0, ABalpa
10,11,134,225,22.0, ABprpa
11,12,103,179,20.0, ABprpp
12,13,90,246,20.0, ABprap
13,14,128,294,21.0, ABpraa
14,15,229,249,10.0, ABplpa
15,16,209,212,9.0, ABplpp
16,17,210,276,21.0, MSpa
17,18,171,241,22.0, MSpp
18,19,254,318,21.0, MSaa
19,20,248,258,17.0, MSap
20,21,181,294,10.0, ABplap
21,22,207,329,10.0, ABplaa
22,23,121,163,13.0, D
23,24,164,157,13.0, P4
24,25,109,234,12.0, Cpa
25,26,111,210,12.0, Cpp
26,27,156,243,11.0, Cap
27,28,160,264,12.0, Caa
28,29,156,195,13.0, Ep
29,30,193,218,16.0, Ea
