,index,x,y,z,name
0,1,213,320,18.0, ABaraapppa
1,2,196,310,17.0, ABaraapppp
2,3,230,351,16.0, ABaraappaa
3,4,219,339,17.0, ABaraappap
4,5,229,299,16.0, ABaraapapp
5,6,243,311,16.0, ABaraapapa
6,7,254,345,17.0, ABaraapaaa
7,8,240,334,16.0, ABaraapaap
8,9,195,344,23.0, ABarapppaa
9,10,175,305,23.0, ABarappaap
10,11,177,331,23.0, ABarapppap
11,12,150,321,21.0, ABarappppp
12,13,152,300,21.0, ABprpapaaa
13,14,158,315,24.0, ABarappapa
14,15,146,295,23.0, ABarappapp
15,16,197,316,22.0, ABarapaapp
16,17,207,333,23.0, ABaraaappp
17,18,216,306,23.0, ABarapaaap
18,19,215,328,21.0, ABarapaapa
19,20,165,280,19.0, MSpapapa
20,21,180,280,21.0, ABarapappp
21,22,189,298,21.0, ABarapappa
22,23,194,294,23.0, ABarapapap
23,24,178,250,7.0, ABarpaappp
24,25,176,281,8.0, ABarpaappa
25,26,182,300,7.0, ABarpaapap
26,27,220,312,10.0, MSaaaapp
27,28,203,316,7.0, ABarpaapaa
28,29,236,362,8.0, ABarpaaaaa
29,30,245,348,8.0, ABarpaaaap
30,31,214,330,7.0, ABarpaaapp
31,32,227,344,8.0, ABarpaaapa
32,33,200,351,8.0, ABarpapaap
33,34,215,355,7.0, ABarpapaaa
34,35,181,322,8.0, ABarpapapp
35,36,201,334,8.0, ABarpapapa
36,37,144,306,8.0, ABarpapppp
37,38,157,322,8.0, ABarpapppa
38,39,181,341,7.0, ABarpappaa
39,40,166,332,8.0, ABarpappap
40,41,208,362,23.0, ABalaapaap
41,42,194,357,23.0, ABalaapapa
42,43,223,368,23.0, ABalaapaaa
43,44,202,377,15.0, ABalaapppp
44,45,213,375,17.0, ABalaapppa
45,46,280,313,20.0, ABalaaaalp
46,47,243,374,20.0, ABalaaaarr
47,48,270,359,19.0, ABalaaaarl
48,49,256,374,16.0, ABalaaapar
49,50,277,347,16.0, ABalaaapal
50,51,278,342,20.0, ABalaaaala
51,52,213,375,20.0, ABalaappap
52,53,222,381,21.0, ABalaappaa
53,54,227,378,18.0, ABalaaappr
54,55,239,377,15.0, ABalaaappl
55,56,259,364,11.0, ABalappaap
56,57,254,377,13.0, ABalappaaa
57,58,218,377,13.0, ABalappapp
58,59,231,386,13.0, ABalappapa
59,60,239,370,11.0, ABalapppaa
60,61,222,360,10.0, ABalapppap
61,62,190,347,10.0, ABalappppp
62,63,209,364,12.0, ABalappppa
63,64,267,295,21.0, ABalppapaa
64,65,274,295,18.0, ABalppaapp
65,66,285,303,18.0, ABalppaapa
66,67,284,333,18.0, ABalppaaaa
67,68,286,321,18.0, ABalppaaap
68,69,252,256,22.0, ABalppappp
69,70,253,275,21.0, ABalppappa
70,71,260,283,23.0, ABalppapap
71,72,259,312,15.0, MSapaaap
72,73,270,320,17.0, MSapaaaa
73,74,245,290,17.0, MSapaap
74,75,251,295,15.0, MSapapaa
75,76,235,280,15.0, MSapapap
76,77,228,288,12.0, MSapappa
77,78,214,271,11.0, MSapappp
78,79,254,274,13.0, ABalpppppa
79,80,244,258,12.0, ABalpppppp
80,81,251,292,12.0, ABalppppap
81,82,268,300,14.0, ABalppppaa
82,83,282,308,13.0, ABalpppaap
83,84,285,313,16.0, ABalpppaaa
84,85,277,294,14.0, ABalpppapa
85,86,267,281,13.0, ABalpppapp
86,87,206,281,21.0, ABalpapppp
88,89,226,282,21.0, ABalpappap
89,90,230,308,19.0, ABalpaaapp
90,91,238,276,23.0, ABalpapapa
91,92,235,259,21.0, ABalpapapp
92,93,272,326,21.0, ABalpaappa
93,94,268,310,22.0, ABalpaappp
94,95,253,327,20.0, ABalpaapap
95,96,256,344,20.0, ABalpaapaa
96,97,240,314,20.0, ABalpaaapa
97,98,251,301,22.0, ABalpapaaa
98,99,248,326,25.0, ABalpaaaaa
99,100,269,357,13.0, ABalapaaaa
100,101,268,342,12.0, ABalapaaap
101,102,276,322,13.0, ABalapaapp
102,103,275,335,14.0, ABalapaapa
103,104,264,313,10.0, ABalapappa
104,105,240,298,9.0, ABalapappp
105,106,257,350,9.0, ABalapapaa
106,107,257,335,9.0, ABalapapap
107,108,241,352,21.0, ABaraaapaa
108,109,230,337,20.0, ABaraaapap
109,110,222,353,23.0, ABaraaappa
110,111,253,362,19.0, ABaraaaapa
111,112,248,349,15.0, ABaraaaapp
112,113,237,361,22.0, ABaraaaaap
113,114,260,354,23.0, ABaraaaaaa
115,116,185,354,22.0, ABalaapapp
116,117,169,341,21.0, ABprpaaaaa
117,118,157,331,20.0, ABprpaaaap
118,119,156,349,21.0, ABprpaaapa
119,120,141,335,20.0, ABprpaaapp
120,121,144,344,18.0, ABprpaapap
121,122,136,331,16.0, ABprpaappa
122,123,121,323,18.0, ABprpaappp
123,124,124,277,22.0, ABprppaapa
124,125,139,260,22.0, ABprpapapp
125,126,144,288,21.0, ABprpapaap
126,127,165,265,22.0, ABprpappap
127,128,165,293,23.0, ABprpappaa
128,129,156,245,20.0, ABprpapppa
129,130,136,318,19.0, ABprppaaaa
130,131,127,312,21.0, ABprppaaap
131,132,117,269,23.0, ABprppaapp
132,133,120,298,21.0, ABprppapaa
133,134,105,286,22.0, ABprppapap
134,135,92,256,21.0, ABprppappp
135,136,102,270,21.0, ABprppappa
136,137,119,241,23.0, ABprppppap
137,138,125,254,21.0, ABprppppaa
138,139,133,223,22.0, ABprpppppa
139,140,106,254,23.0, ABprpppaaa
140,141,101,221,22.0, ABprpppapa
141,142,96,241,23.0, ABprpppaap
142,143,81,242,14.0, ABprappapp
143,144,88,255,11.0, ABprappapa
144,145,87,264,16.0, ABprappaap
145,146,93,279,16.0, ABprappaaa
146,147,104,248,13.0, Cpppaa
147,148,97,208,16.0, Cppppa
148,149,98,202,22.0, ABprappppp
149,150,86,216,21.0, ABprappppa
150,151,87,250,18.0, ABprapppaa
151,152,90,235,20.0, ABprapppap
152,153,101,237,9.0, ABarpppppa
153,154,96,267,10.0, ABarppppap
154,155,112,289,8.0, ABarppppaa
155,156,141,274,7.0, ABarpppapa
156,157,111,254,7.0, ABarpppapp
157,158,128,291,8.0, ABarpppaap
158,159,151,289,7.0, ABarpppaaa
159,160,200,226,8.0, ABarppaaap
160,161,195,253,7.0, ABarppaaaa
161,162,181,202,7.0, ABarppaapp
162,163,181,227,7.0, ABarppaapa
163,164,166,180,9.0, ABarppappa
164,165,183,187,9.0, ABarppapap
165,166,201,208,8.0, ABarppapaa
166,167,179,363,19.0, ABpraaaapa
167,168,196,374,21.0, ABpraaaaaa
168,169,186,374,17.0, ABpraaaaap
169,170,199,343,18.0, MSppaaap
170,171,214,359,18.0, MSppaaaa
171,172,172,367,16.0, ABpraaaapp
172,173,156,341,14.0, ABpraaappp
173,174,173,350,16.0, ABpraaappa
174,175,174,363,12.0, ABpraapapa
175,176,170,346,10.0, ABpraapapp
176,177,207,373,9.0, ABpraapaaa
177,178,187,366,14.0, ABpraaapap
178,179,187,364,11.0, ABpraapaap
179,180,123,321,14.0, ABpraapppa
180,181,107,302,16.0, ABpraapppp
181,182,151,353,13.0, ABpraappaa
182,183,142,335,11.0, ABpraappap
184,185,218,259,22.0, ABplpappaa
185,186,200,264,23.0, ABplpappap
186,187,184,247,24.0, ABplpapppa
188,189,216,238,22.0, ABplpapapa
189,190,227,236,21.0, ABplpapaap
190,191,236,246,21.0, ABplpapaaa
191,192,252,257,25.0, ABplpaaaap
192,193,266,282,18.0, ABplpaaaaa
193,194,257,268,18.0, ABplpaaapa
194,195,250,252,17.0, ABplpaaapp
195,196,246,258,14.0, ABplpaappa
196,197,241,240,15.0, ABplpaappp
197,198,266,282,16.0, ABplpaapaa
198,199,258,267,15.0, ABplpaapap
199,200,176,211,22.0, ABplppppap
200,201,187,224,22.0, ABplppppaa
201,202,160,196,23.0, ABplpppapp
202,203,169,186,23.0, ABplpppapa
203,204,195,201,22.0, ABplpppaaa
204,205,203,215,23.0, ABplppaapp
205,206,149,175,22.0, ABplappppp
206,207,163,165,21.0, ABplappppa
207,208,184,181,18.0, ABplapppaa
208,209,175,174,21.0, ABplapppap
209,210,217,221,22.0, ABplppaapa
211,212,235,229,18.0, ABplppaaap
212,213,247,240,19.0, ABplppaaaa
213,214,233,223,20.0, ABplppapaa
214,215,219,202,19.0, ABplppapap
215,216,210,199,22.0, ABplppappa
216,217,194,186,20.0, ABplppappp
217,218,139,253,18.0, MSpappp
