,index,x,y,z,name
0,1,215,322,21.0, ABaraap
1,2,162,296,21.0, ABarapp
2,3,177,341,22.0, ABarapa
3,4,173,358,15.0, ABarpaa
4,5,180,323,17.0, ABarpap
5,6,254,340,18.0, ABalaap
6,7,252,372,16.0, ABalaaa
7,8,218,340,15.0, ABalapp
8,9,262,304,9.0, ABalppa
9,10,256,263,20.0, MSapa
10,11,237,269,14.0, ABalppp
11,12,264,295,15.0, ABalpap
12,13,275,334,13.0, ABalpaa
13,14,219,376,14.0, ABalapa
14,15,220,365,20.0, ABaraaa
16,17,112,251,22.0, ABprpaa
17,18,114,212,22.0, ABprpap
18,19,81,200,18.0, ABprppa
19,20,113,175,20.0, ABprppp
20,21,101,261,16.0, ABprapa
21,22,105,219,16.0, ABprapp
22,23,123,280,13.0, ABarppp
23,24,144,317,12.0, ABarppa
24,25,137,324,18.0, ABpraaa
25,26,116,291,20.0, ABpraap
26,27,225,222,11.0, ABplpap
27,28,240,261,8.0, ABplpaa
28,29,202,188,10.0, ABplppp
29,30,204,232,8.0, ABplppa
30,31,192,232,23.0, MSpap
31,32,202,289,20.0, MSpaa
32,33,159,202,23.0, MSppp
33,34,155,265,21.0, MSppa
34,35,233,269,20.0, MSaap
35,36,254,319,22.0, MSaaa
36,37,224,213,20.0, MSapp
37,38,196,267,10.0, ABplapp
38,39,182,316,12.0, ABplapa
39,40,234,318,10.0, ABplaapa
40,41,219,301,11.0, ABplaapp
41,42,203,349,9.0, ABplaaa
42,43,144,165,20.0, Dp
43,44,158,162,11.0, Da
44,45,173,171,17.0, P4
45,46,107,254,10.0, Cpaa
46,47,107,218,8.0, Cpap
47,48,126,185,11.0, Cpp
48,49,145,225,9.0, Cap
49,50,159,287,10.0, Caaa
50,51,154,260,10.0, Caap
51,52,152,221,15.0, Epr
52,53,176,206,11.0, Epl
53,54,189,263,16.0, Ear
54,55,209,231,17.0, Eal
