,index,x,y,z,name
0,1,206,317,22.0, ABaraap
1,2,214,366,22.0, ABaraaa
2,3,168,284,22.0, ABarapp
3,4,176,345,21.0, ABarapa
4,5,180,363,13.0, ABarpaa
5,6,166,321,17.0, ABarpap
6,7,270,337,22.0, ABalaap
7,8,256,371,18.0, ABalaaa
8,9,219,337,15.0, ABalapp
9,10,256,307,9.0, ABalppa
10,11,251,266,11.0, ABalppp
11,12,270,297,16.0, ABalpap
12,13,267,345,12.0, ABalpaa
13,14,218,367,16.0, ABalapa
15,16,117,254,21.0, ABprpaa
16,17,118,212,22.0, ABprpap
17,18,81,199,19.0, ABprppa
18,19,109,179,21.0, ABprppp
19,20,97,265,18.0, ABprapa
20,21,98,220,17.0, ABprapp
21,22,109,281,14.0, ABarppp
22,23,142,319,12.0, ABarppa
23,24,134,327,19.0, ABpraaa
24,25,129,280,21.0, ABpraap
25,26,229,217,13.0, ABplpap
26,27,228,265,9.0, ABplpaa
27,28,204,188,11.0, ABplppp
28,29,210,236,8.0, ABplppa
29,30,200,244,21.0, MSpap
30,31,195,283,17.0, MSpaa
31,32,163,239,21.0, MSpp
32,33,233,283,21.0, MSaap
33,34,247,316,20.0, MSaaa
34,35,249,261,17.0, MSapa
35,36,226,246,19.0, MSapp
36,37,193,276,10.0, ABplapp
37,38,182,316,10.0, ABplapa
38,39,216,305,10.0, ABplaap
39,40,202,349,10.0, ABplaaa
40,41,136,163,20.0, Dp
41,42,150,156,12.0, Da
42,43,173,172,18.0, P4
43,44,103,235,10.0, Cpa
44,45,121,184,11.0, Cpp
45,46,138,236,9.0, Cap
46,47,149,277,10.0, Caa
47,48,139,221,17.0, Epr
48,49,175,194,11.0, Epl
49,50,180,255,13.0, Ear
50,51,204,222,14.0, Eal
