,index,x,y,z,name
0,1,197,311,16.0, ABaraapppap
2,3,226,353,15.0, ABaraappaa
3,4,210,327,15.0, ABaraappapp
4,5,225,339,16.0, ABaraappapa
5,6,221,293,14.0, ABaraapapp
6,7,242,306,15.0, ABaraapapaa
7,8,224,308,15.0, ABaraapapap
8,9,248,336,17.0, ABaraapaaap
9,10,235,319,15.0, ABaraapaapp
10,11,245,337,14.0, ABaraapaapa
11,12,193,338,23.0, ABarapppaa
12,13,182,304,23.0, ABarappaap
13,14,188,335,21.0, ABarapppap
14,15,158,316,22.0, ABarappppp
15,16,161,294,21.0, ABprpapaaa
16,17,166,303,23.0, ABarappapa
17,18,143,300,21.0, ABarappapp
18,19,209,314,20.0, ABarapaappa
19,20,213,343,23.0, ABaraaappp
20,21,219,319,23.0, ABarapaaap
21,22,207,325,18.0, ABaraapppaa
22,23,165,276,18.0, MSpapapa
23,24,175,278,21.0, ABarapapppp
24,25,186,291,21.0, ABarapapppa
25,26,191,306,20.0, ABarapappa
26,27,203,296,22.0, ABarapapap
27,28,186,259,8.0, ABarpaappp
28,29,177,282,7.0, ABarpaappa
29,30,184,298,7.0, ABarpaapap
30,31,197,300,11.0, MSaaappa
31,32,193,324,7.0, ABarpaapaa
32,33,243,368,9.0, ABarpaaaaa
33,34,238,347,7.0, ABarpaaaap
34,35,213,320,7.0, ABarpaaapp
35,36,222,348,7.0, ABarpaaapa
36,37,206,356,10.0, ABarpapaap
37,38,213,360,7.0, ABarpapaaa
38,39,172,321,7.0, ABarpapapp
39,40,201,339,8.0, ABarpapapa
40,41,148,317,8.0, ABarpapppp
41,42,155,333,9.0, ABarpapppa
42,43,184,348,8.0, ABarpappaa
43,44,164,347,9.0, ABarpappap
44,45,202,354,23.0, ABalaapaap
45,46,184,351,23.0, ABalaapapa
46,47,219,365,23.0, ABalaapaaa
47,48,198,378,18.0, ABalaapppp
48,49,206,366,19.0, ABalaapppa
49,50,282,310,18.0, ABalpppaaa
50,51,237,370,19.0, ABalaaaarr
51,52,269,354,20.0, ABalaaaarl
52,53,256,369,15.0, ABalaaapar
53,54,275,340,17.0, ABalaaapal
54,55,278,340,20.0, ABalaaaala
56,57,207,373,23.0, ABalaappaa
57,58,219,378,20.0, ABalaaappr
58,59,230,378,17.0, ABalaaappl
59,60,260,356,10.0, ABalappaap
60,61,255,364,11.0, ABalappaaa
61,62,203,378,14.0, ABalappapp
62,63,215,375,16.0, ABalappapa
