,index,x,y,z,name
0,1,217,318,18.0, ABaraapppa
1,2,200,305,17.0, ABaraapppp
2,3,229,354,18.0, ABaraappaa
3,4,226,333,18.0, ABaraappap
4,5,228,309,16.0, ABaraapapp
5,6,250,326,16.0, ABaraapapa
6,7,260,348,18.0, ABaraapaaa
7,8,244,338,18.0, ABaraapaap
8,9,196,345,22.0, ABarapppaa
9,10,167,301,22.0, ABarappaap
10,11,175,333,23.0, ABarapppap
11,12,151,319,20.0, ABarappppp
12,13,152,301,20.0, ABprpapaaa
13,14,157,319,23.0, ABarappapa
14,15,136,301,23.0, ABarappapp
15,16,204,308,21.0, ABarapaapp
16,17,212,332,22.0, ABarapaapa
17,18,224,301,22.0, ABarapaaap
18,19,225,322,22.0, ABarapaaaa
19,20,175,284,21.0, ABarapappp
20,21,184,308,20.0, ABarapappa
21,22,189,292,22.0, ABarapapap
22,23,195,321,23.0, ABarapapaa
23,24,175,247,7.0, ABarpaappp
24,25,175,277,7.0, ABarpaappa
25,26,181,294,7.0, ABarpaapap
26,27,210,313,11.0, MSaaaapp
27,28,203,317,7.0, ABarpaapaa
28,29,225,356,9.0, ABarpaaaaa
29,30,231,339,7.0, ABarpaaaap
30,31,214,335,8.0, ABarpaaap
31,32,189,345,7.0, ABarpapaap
32,33,210,355,7.0, ABarpapaaa
33,34,180,317,7.0, ABarpapapp
34,35,198,334,7.0, ABarpapapa
35,36,141,298,8.0, ABarpapppp
36,37,162,306,8.0, ABarpapppa
37,38,174,338,8.0, ABarpappaa
38,39,159,319,8.0, ABarpappap
39,40,205,360,21.0, ABalaapaap
40,41,203,375,21.0, ABalaapapa
41,42,225,369,21.0, ABalaapaaa
42,43,196,374,13.0, ABalaapppp
43,44,213,373,15.0, ABalaapppa
44,45,276,334,15.0, ABalaaaalp
45,46,239,379,19.0, ABalaaaarr
46,47,269,367,18.0, ABalaaaarl
47,48,255,381,15.0, ABalaaapar
48,49,271,355,14.0, ABalaaapal
49,50,277,354,17.0, ABalaaaala
50,51,203,378,18.0, ABalaappap
51,52,216,378,20.0, ABalaappaa
52,53,223,381,17.0, ABalaaappr
53,54,243,383,15.0, ABalaaappl
54,55,248,375,11.0, ABalappaa
55,56,216,378,10.0, ABalappapp
56,57,233,380,13.0, ABalappapa
57,58,227,368,11.0, ABalapppaa
58,59,209,356,10.0, ABalapppap
59,60,178,339,11.0, ABalappppp
60,61,196,354,11.0, ABalappppa
61,62,273,302,18.0, ABalppapaa
62,63,273,295,14.0, ABalppaapp
63,64,280,314,16.0, ABalppaapa
64,65,277,341,13.0, ABalppaaaa
65,66,279,322,13.0, ABalppaaap
66,67,251,262,20.0, ABalppappp
67,68,265,276,22.0, ABalppappa
68,69,269,293,22.0, ABalppapap
69,70,261,319,14.0, MSapaaa
70,71,249,297,16.0, MSapaap
71,72,241,279,15.0, MSapapa
72,73,222,265,12.0, MSapapp
73,74,251,271,11.0, ABalpppppa
74,75,241,255,11.0, ABalpppppp
75,76,248,285,10.0, ABalppppap
76,77,261,300,12.0, ABalppppaa
77,78,268,309,8.0, ABalpppaap
78,79,279,316,10.0, ABalpppaaa
79,80,273,299,9.0, ABalpppapa
80,81,265,278,10.0, ABalpppapp
81,82,208,281,21.0, ABalpapppp
82,83,217,294,21.0, ABalpapppa
83,84,232,284,20.0, ABalpappap
84,85,234,304,19.0, ABalpaaapp
85,86,253,286,22.0, ABalpapapa
86,87,243,268,21.0, ABalpapapp
87,88,285,331,19.0, ABalpaappa
88,89,272,315,18.0, ABalpaappp
89,90,265,329,21.0, ABalpaapap
90,91,270,350,20.0, ABalpaapaa
91,92,246,323,20.0, ABalpaaapa
92,93,264,308,22.0, ABalpapaaa
93,94,265,348,22.0, ABalpaaaaa
94,95,260,367,13.0, ABalapaaaa
95,96,260,353,8.0, ABalapaaap
96,97,265,337,10.0, ABalapaapp
97,98,260,348,12.0, ABalapaapa
98,99,250,306,10.0, ABalapappa
99,100,227,289,10.0, ABalapappp
100,101,245,350,9.0, ABalapapaa
101,102,255,324,8.0, ABalapapap
102,103,247,356,23.0, ABaraaapaa
103,104,233,340,21.0, ABaraaapap
104,105,220,355,22.0, ABaraaappa
105,106,250,363,19.0, ABaraaaapa
106,107,240,354,17.0, ABaraaaapp
107,108,235,363,22.0, ABaraaaaap
108,109,264,365,21.0, ABaraaaaaa
110,111,182,358,21.0, ABalaapapp
111,112,175,343,21.0, ABprpaaaaa
112,113,160,336,19.0, ABprpaaaap
113,114,145,340,21.0, ABprpaaapa
114,115,131,327,20.0, ABprpaaapp
115,116,139,340,17.0, ABprpaapap
116,117,128,328,16.0, ABprpaappa
117,118,116,313,17.0, ABprpaappp
118,119,117,286,21.0, ABprppaapa
119,120,129,262,22.0, ABprpapapp
120,121,131,288,19.0, ABprpapaap
121,122,157,270,23.0, ABprpappap
122,123,158,290,22.0, ABprpappaa
123,124,160,250,20.0, ABprpapppa
124,125,137,313,17.0, ABprppaaaa
125,126,123,301,19.0, ABprppaaap
126,127,110,270,23.0, ABprppaapp
127,128,111,299,18.0, ABprppapaa
128,129,102,282,20.0, ABprppapap
129,130,97,247,20.0, ABprppappp
130,131,97,273,18.0, ABprppappa
131,132,113,247,22.0, ABprppppap
132,133,115,264,20.0, ABprppppaa
133,134,121,226,22.0, ABprpppppa
134,135,95,270,21.0, ABprpppaaa
135,136,90,233,22.0, ABprpppapa
136,137,85,247,22.0, ABprpppaap
137,138,95,218,24.0, ABprpppapp
138,139,80,237,14.0, ABprappapp
139,140,90,258,10.0, ABprappapa
140,141,83,262,15.0, ABprappaap
141,142,95,284,14.0, ABprappaaa
142,143,107,240,14.0, Cpppaa
143,144,96,214,15.0, Cpppap
144,145,87,205,21.0, ABprappppp
145,146,81,223,18.0, ABprappppa
146,147,90,252,17.0, ABprapppaa
147,148,85,233,18.0, ABprapppap
148,149,103,229,9.0, ABarppppp
149,150,107,252,8.0, ABarppppap
150,151,119,270,8.0, ABarppppaa
151,152,149,266,7.0, ABarpppapa
152,153,123,244,7.0, ABarpppapp
153,154,133,277,8.0, ABarpppaap
154,155,154,287,8.0, ABarpppaaa
155,156,187,223,8.0, ABarppaaap
156,157,193,242,7.0, ABarppaaaa
157,158,173,194,7.0, ABarppaapp
158,159,172,225,7.0, ABarppaapa
159,160,164,172,10.0, ABarppappa
160,161,184,193,10.0, ABarppapa
161,162,177,364,18.0, ABpraaaapa
162,163,191,371,19.0, ABpraaaaaa
163,164,174,370,15.0, ABpraaaaap
164,165,204,346,18.0, MSppaaa
165,166,165,359,16.0, ABpraaaapp
166,167,154,339,14.0, ABpraaappp
167,168,178,346,15.0, ABpraaappa
168,169,161,353,11.0, ABpraapapa
169,170,154,336,10.0, ABpraapapp
170,171,196,370,9.0, ABpraapaaa
171,172,181,358,13.0, ABpraaapap
172,173,173,355,9.0, ABpraapaap
173,174,120,315,12.0, ABpraapppa
174,175,109,295,13.0, ABpraapppp
175,176,149,353,14.0, ABpraappaa
176,177,132,328,12.0, ABpraappap
177,178,225,261,21.0, ABplpappaa
178,179,200,250,22.0, ABplpappap
179,180,193,238,22.0, ABplpapppa
180,181,210,227,22.0, ABplpapapp
181,182,219,241,22.0, ABplpapapa
182,183,234,236,22.0, ABplpapaap
183,184,246,251,22.0, ABplpapaaa
184,185,263,275,19.0, ABplpaaaap
185,186,270,289,17.0, ABplpaaaaa
186,187,259,266,16.0, ABplpaaapa
187,188,251,253,17.0, ABplpaaapp
188,189,248,251,14.0, ABplpaappa
189,190,239,233,14.0, ABplpaappp
190,191,267,280,14.0, ABplpaapaa
191,192,257,262,13.0, ABplpaapap
192,193,180,218,22.0, ABplppppap
193,194,198,220,21.0, ABplppppaa
194,195,166,235,22.0, ABplpapppp
195,196,158,189,23.0, ABplpppapp
196,197,175,195,22.0, ABplpppapa
197,198,207,200,22.0, ABplpppaaa
198,199,190,186,22.0, ABplpppaap
199,200,148,174,23.0, ABplappppp
200,201,162,164,21.0, ABplappppa
201,202,188,186,18.0, ABplapppaa
202,203,175,175,20.0, ABplapppap
203,204,228,229,20.0, ABplppaapa
204,205,217,209,21.0, ABplppaapp
205,206,240,241,18.0, ABplppaaa
206,207,234,226,17.0, ABplppapaa
207,208,225,205,18.0, ABplppapap
208,209,216,195,18.0, ABplppappa
209,210,194,192,20.0, ABplppappp
210,211,146,257,18.0, MSpappp
211,212,148,253,22.0, MSpappa
212,213,170,259,18.0, MSpapapp
213,214,172,280,19.0, MSpapapa
214,215,184,281,16.0, MSpapaap
215,216,194,295,19.0, MSpapaaa
216,217,223,348,13.0, MSpaaaap
217,218,231,368,17.0, MSpaaaaa
218,219,190,323,11.0, MSpaaapp
219,220,206,344,14.0, MSpaaapa
220,221,201,317,14.0, MSpaapap
221,222,218,336,15.0, MSpaapaa
222,223,192,304,11.0, MSpaapp
223,224,145,305,14.0, MSppppa
224,225,140,287,12.0, MSppppp
225,226,141,293,16.0, MSpppap
226,227,164,304,18.0, MSpppaa
227,228,210,333,22.0, ABaraaappp
228,229,187,328,19.0, MSppaap
229,230,181,330,16.0, MSppapa
230,231,159,321,13.0, MSppapp
231,232,214,248,18.0, MSappap
232,233,222,259,17.0, MSappaa
233,234,199,235,19.0, MSaappp
234,235,185,254,20.0, MSaappa
235,236,207,271,15.0, MSaapaap
236,237,198,271,19.0, MSaapap
237,238,224,302,13.0, MSaaapap
238,239,242,315,14.0, MSaaapaa
239,240,206,300,14.0, MSaaapp
240,241,238,336,12.0, MSaaaapa
241,242,255,366,15.0, MSaaaaaa
242,243,243,353,13.0, MSaaaaap
243,244,203,224,12.0, MSapppp
244,245,218,245,14.0, MSapppa
245,246,199,180,12.0, ABplappapa
246,247,182,172,15.0, ABplappapp
247,248,198,177,17.0, ABplappaap
248,249,214,192,14.0, ABplappaaa
249,250,148,160,19.0, ABplapappp
250,251,168,156,14.0, ABplapapap
251,252,179,165,11.0, ABplapapaa
252,253,205,194,10.0, ABplapaapp
253,254,205,212,7.0, ABplapaapa
254,255,207,242,8.0, ABplaaappp
255,256,211,224,8.0, ABplapaaap
256,257,224,245,9.0, ABplapaaaa
257,258,250,313,7.0, ABplaapaaa
258,259,244,296,7.0, ABplaapaap
259,260,252,282,7.0, ABplaapapa
260,261,237,271,9.0, ABplaapapp
261,262,223,206,11.0, ABplaapppp
262,263,232,227,10.0, ABplaapppa
263,264,238,243,9.0, ABplaappap
264,265,253,263,7.0, ABplaappaa
265,266,208,293,7.0, ABplaaaapp
266,267,217,310,7.0, ABplaaaapa
267,268,228,316,8.0, ABplaaaaap
268,269,241,332,7.0, ABplaaaaaa
269,270,210,259,8.0, ABplaaappa
270,271,218,271,7.0, ABplaaapap
271,272,227,291,7.0, ABplaaapaa
272,273,125,252,14.0, Dppp
273,274,113,267,13.0, Dppa
274,275,124,269,16.0, Dpap
275,276,124,280,13.0, Dpaa
276,277,176,203,15.0, Dapp
277,278,197,205,14.0, Dapa
278,279,194,216,17.0, Daap
279,280,207,225,14.0, Daaa
280,281,171,238,17.0, Z3
281,282,147,224,17.0, Z2
282,283,130,223,7.0, Cpaaap
283,284,158,242,7.0, Cpaaaa
284,285,97,190,10.0, Cpaapp
285,286,112,203,7.0, Cpaapa
286,287,81,200,17.0, ABprapappp
287,288,80,212,14.0, ABprapappa
288,289,82,223,11.0, ABprapapap
289,290,90,242,8.0, ABprapapaa
290,291,95,276,10.0, ABprapaapp
291,292,113,285,8.0, ABprapaapa
292,293,123,296,9.0, ABprapaaap
293,294,133,314,9.0, ABprapaaaa
294,295,117,189,23.0, Cpappv
295,296,90,184,20.0, Cpappd
296,297,88,192,14.0, Cpapap
297,298,103,175,19.0, Cpapaa
298,299,105,204,18.0, Cpppp
299,300,110,227,19.0, Cppap
300,301,129,238,18.0, Cppaa
301,302,131,188,19.0, Cappp
302,303,167,186,15.0, Cappaa
303,304,154,180,17.0, Cappap
304,305,169,214,19.0, Capaa
305,306,152,198,19.0, Capap
306,307,134,182,7.0, Caaaap
307,308,162,184,7.0, Caaaaa
308,309,112,171,14.0, Caaapp
309,310,123,170,9.0, Caaapa
310,311,122,171,23.0, Caapp
311,312,125,165,19.0, Caapa
312,313,132,219,11.0, Eprp
313,314,149,239,11.0, Epra
314,315,133,206,15.0, Eplp
315,316,160,214,12.0, Epla
316,317,176,300,12.0, Eara
317,318,164,283,15.0, Earpa
318,319,155,262,14.0, Earpp
319,320,186,263,10.0, Ealap
320,321,204,285,11.0, Ealaa
321,322,188,243,14.0, Ealp
324,325,243,307,23.0, ABalpapaap
325,326,129,237,22.0, ABprpapppp
327,328,137,284,22.0, ABprpapapa
328,329,163,160,17.0, ABplapappa
333,334,197,358,16.0, ABpraaapaa
335,336,109,211,23.0, ABprpppppp
339,340,149,205,22.0, ABplpppppp
