,index,x,y,z,name
0,1,213,321,18.0, ABaraapppa
1,2,195,311,16.0, ABaraapppp
2,3,229,352,16.0, ABaraappaa
3,4,219,340,17.0, ABaraappap
4,5,227,298,15.0, ABaraapapp
5,6,241,311,16.0, ABaraapapa
6,7,250,348,17.0, ABaraapaaa
7,8,240,333,16.0, ABaraapaap
8,9,192,343,23.0, ABarapppaa
9,10,175,304,23.0, ABarappaap
10,11,176,331,23.0, ABarapppap
11,12,148,322,22.0, ABarappppp
12,13,153,299,21.0, ABprpapaaa
13,14,157,315,24.0, ABarappapa
14,15,144,294,23.0, ABarappapp
15,16,195,318,22.0, ABarapaapp
16,17,207,333,23.0, ABaraaappp
17,18,215,307,23.0, ABarapaaap
18,19,214,328,21.0, ABarapaapa
19,20,164,282,19.0, MSpapapa
20,21,178,281,21.0, ABarapappp
21,22,187,300,20.0, ABarapappa
22,23,192,297,22.0, ABarapapap
23,24,180,252,7.0, ABarpaappp
24,25,178,280,8.0, ABarpaappa
25,26,183,300,7.0, ABarpaapap
26,27,215,307,12.0, MSaaappa
27,28,202,317,7.0, ABarpaapaa
28,29,236,363,8.0, ABarpaaaaa
29,30,244,349,8.0, ABarpaaaap
30,31,214,332,7.0, ABarpaaapp
31,32,226,346,8.0, ABarpaaapa
32,33,201,352,8.0, ABarpapaap
33,34,214,359,7.0, ABarpapaaa
34,35,180,322,8.0, ABarpapapp
35,36,200,335,7.0, ABarpapapa
36,37,144,307,8.0, ABarpapppp
37,38,153,323,8.0, ABarpapppa
38,39,180,343,7.0, ABarpappaa
39,40,166,331,8.0, ABarpappap
40,41,204,361,23.0, ABalaapaap
41,42,190,358,23.0, ABalaapapa
42,43,221,370,23.0, ABalaapaaa
43,44,200,376,15.0, ABalaapppp
44,45,211,373,17.0, ABalaapppa
45,46,277,315,20.0, ABalaaaalp
46,47,242,375,20.0, ABalaaaarr
47,48,267,359,19.0, ABalaaaarl
48,49,258,375,16.0, ABalaaapar
49,50,278,349,16.0, ABalaaapal
50,51,278,344,20.0, ABalaaaala
51,52,210,372,20.0, ABalaappap
52,53,217,382,21.0, ABalaappaa
53,54,226,379,18.0, ABalaaappr
54,55,238,378,15.0, ABalaaappl
55,56,258,365,11.0, ABalappaap
56,57,253,376,13.0, ABalappaaa
57,58,217,380,13.0, ABalappapp
58,59,231,386,13.0, ABalappapa
59,60,237,371,12.0, ABalapppaa
60,61,222,361,11.0, ABalapppap
61,62,187,349,9.0, ABalappppp
62,63,209,365,12.0, ABalappppa
63,64,266,296,22.0, ABalppapaa
64,65,273,299,18.0, ABalppaapp
65,66,285,305,18.0, ABalppaapa
66,67,284,333,18.0, ABalppaaaa
67,68,286,323,18.0, ABalppaaap
68,69,252,257,21.0, ABalppappp
69,70,254,277,21.0, ABalppappa
70,71,257,282,23.0, ABalppapap
71,72,258,313,15.0, MSapaaap
72,73,269,321,17.0, MSapaaaa
73,74,242,288,18.0, MSapaap
74,75,251,296,15.0, MSapapaa
75,76,236,282,15.0, MSapapap
76,77,228,290,12.0, MSapappa
77,78,215,272,11.0, MSapappp
78,79,254,276,13.0, ABalpppppa
79,80,245,260,11.0, ABalpppppp
80,81,253,291,12.0, ABalppppap
81,82,267,301,14.0, ABalppppaa
82,83,281,308,13.0, ABalpppaap
83,84,285,317,16.0, ABalpppaaa
84,85,277,296,15.0, ABalpppapa
85,86,268,282,14.0, ABalpppapp
86,87,204,281,20.0, ABalpapppp
88,89,224,283,21.0, ABalpappap
89,90,231,308,19.0, ABalpaaapp
90,91,236,273,23.0, ABalpapapa
91,92,232,257,22.0, ABalpapapp
92,93,272,331,21.0, ABalpaappa
93,94,268,313,22.0, ABalpaappp
94,95,251,328,20.0, ABalpaapap
95,96,254,345,20.0, ABalpaapaa
96,97,239,316,21.0, ABalpaaapa
97,98,250,301,22.0, ABalpapaaa
98,99,250,329,25.0, ABalpaaaaa
99,100,268,356,14.0, ABalapaaaa
100,101,265,342,12.0, ABalapaaap
101,102,274,322,13.0, ABalapaapp
102,103,275,336,14.0, ABalapaapa
103,104,264,316,10.0, ABalapappa
104,105,241,298,9.0, ABalapappp
105,106,257,352,9.0, ABalapapaa
106,107,259,336,9.0, ABalapapap
107,108,237,352,21.0, ABaraaapaa
108,109,228,338,20.0, ABaraaapap
109,110,219,353,23.0, ABaraaappa
110,111,249,364,19.0, ABaraaaapa
111,112,247,350,15.0, ABaraaaapp
112,113,235,361,23.0, ABaraaaaap
113,114,257,352,23.0, ABaraaaaaa
115,116,182,353,22.0, ABalaapapp
116,117,167,339,20.0, ABprpaaaaa
117,118,154,331,20.0, ABprpaaaap
118,119,155,348,20.0, ABprpaaapa
119,120,138,334,21.0, ABprpaaapp
120,121,143,345,18.0, ABprpaapap
121,122,136,330,17.0, ABprpaappa
122,123,119,322,18.0, ABprpaappp
123,124,124,278,21.0, ABprppaapa
124,125,137,261,22.0, ABprpapapp
125,126,142,290,21.0, ABprpapaap
126,127,165,264,22.0, ABprpappap
127,128,164,293,23.0, ABprpappaa
128,129,153,246,20.0, ABprpapppa
