,index,x,y,z,name
0,1,163,276,15.0, ABpraaaapav
1,2,150,280,15.0, ABpraaaapad
2,3,176,278,16.0, ABprpaapaaa
3,4,173,286,14.0, ABprpaaaaap
4,5,175,342,9.0, ABprpaaaapa
5,6,176,360,9.0, ABprpaaaapp
6,7,171,298,13.0, ABprpaaappa
7,8,162,314,13.0, ABprpaapppp
8,9,165,308,11.0, ABprpaaappp
9,10,168,288,11.0, ABprpaaapaa
10,11,206,363,9.0, ABprppaappa
11,12,192,370,9.0, ABprppappaa
12,13,184,357,12.0, ABprppaapap
13,14,174,342,12.0, ABprppaapaa
14,15,185,341,11.0, ABprpapapaa
15,16,191,334,10.0, ABprpapaapp
16,17,181,323,10.0, ABprpapaapa
17,18,203,354,9.0, ABprpapappa
18,19,193,346,11.0, ABprpapapap
19,20,218,366,9.0, ABprpapappp
20,21,151,293,16.0, ABprpaapapp
21,22,158,303,14.0, ABprpaapppa
22,23,163,306,18.0, ABprpaappaa
23,24,159,325,20.0, ABprpaappap
24,25,163,290,17.0, ABprpaapaap
25,26,160,293,14.0, ABprpaaapap
26,27,245,404,12.0, ABprpappppp
27,28,232,397,10.0, ABprpappppa
28,29,211,336,10.0, ABprpapppaa
29,30,209,328,8.0, ABprpappaap
30,31,207,318,8.0, ABprpappaaa
31,32,209,342,9.0, ABprpappapa
32,33,217,348,10.0, ABprpappapp
33,34,229,351,8.0, ABprpapppap
34,35,221,420,11.0, ABprpppppap
35,36,211,408,12.0, ABprpppppaa
36,37,228,417,9.0, ABprppppapp
37,38,213,401,9.0, ABprppppapa
38,39,225,406,9.0, ABprppppaap
39,40,223,391,9.0, ABprppppaaa
40,41,209,443,10.0, ABprpppaapp
41,42,209,430,10.0, ABprpppaapa
42,43,206,393,9.0, ABprpppaaaa
43,44,206,377,9.0, ABprppaappp
44,45,203,410,9.0, ABprpppaaap
45,46,223,457,10.0, ABprpppapp
46,47,220,432,9.0, ABprpppapaa
47,48,236,432,9.0, ABprpppapap
48,49,178,316,13.0, ABprppaaaaa
49,50,169,321,14.0, ABprppaaap
50,51,187,374,12.0, ABprppapaap
51,52,173,364,12.0, ABprppapaaa
52,53,189,405,12.0, ABprppapapp
53,54,185,388,13.0, ABprppapapa
54,55,193,396,11.0, ABprppapppa
55,56,192,419,10.0, ABprppapppp
56,57,193,383,10.0, ABprppappap
57,58,161,362,18.0, ABpraapppp
58,59,153,334,16.0, ABpraapppa
59,60,150,307,15.0, ABpraappaa
60,61,153,323,14.0, ABpraappap
61,62,193,229,22.0, ABalapppaap
62,63,187,222,24.0, ABpraapaaaa
63,64,187,238,27.0, ABarpapaaaa
64,65,178,236,25.0, ABpraapaaap
65,66,160,253,25.0, ABpraapaapa
66,67,159,262,22.0, ABpraapaapp
67,68,170,293,21.0, ABpraapapap
68,69,166,299,24.0, ABpraapappp
69,70,169,278,22.0, ABpraapappa
70,71,172,246,21.0, ABalappapa
71,72,161,250,20.0, ABpraaapapp
72,73,173,268,16.0, ABpraaapaav
73,74,154,306,21.0, ABpraaapppp
74,75,169,310,21.0, ABpraaapppa
75,76,171,297,19.0, ABpraaappap
76,77,176,279,20.0, ABpraapapaa
77,78,151,275,18.0, ABprpaapapa
78,79,167,267,18.0, ABpraaapaad
80,81,156,255,19.0, ABpraaaaapv
81,82,161,278,13.0, ABpraaaaaap
82,83,187,397,26.0, ABprappapa
83,84,180,418,16.0, ABprappapp
84,85,174,405,17.0, ABprappaap
85,86,173,388,17.0, ABprappaaa
86,87,222,461,12.0, ABprappppp
87,88,202,453,12.0, ABprappppa
88,89,204,448,15.0, ABprapppaa
89,90,209,443,11.0, ABprapppapa
90,91,167,334,22.0, ABprapaaapa
91,92,165,348,22.0, ABprapaaapp
92,93,181,323,25.0, ABprapaaaap
93,94,169,319,25.0, ABprapaaaaa
94,95,164,377,19.0, ABprapaapp
95,96,155,349,16.0, ABprapaapa
96,97,217,459,14.0, ABprapapppp
97,98,214,461,18.0, ABprapapppa
98,99,191,442,14.0, ABprapappa
99,100,185,433,17.0, ABprapapap
100,101,197,438,24.0, ABprapapaa
101,102,261,455,9.0, ABplppppppp
102,103,253,442,8.0, ABplppppppa
103,104,265,417,12.0, ABplpppppap
104,105,273,413,14.0, ABplpppppaa
105,106,245,403,9.0, ABplpappppp
106,107,240,386,9.0, ABplpappppa
107,108,256,408,9.0, ABplppppapp
108,109,268,399,9.0, ABplppppapa
109,110,254,378,9.0, ABplppppaaa
110,111,253,390,9.0, ABplppppaap
111,112,271,432,10.0, ABplapppapp
112,113,276,417,9.0, ABplpppaapa
113,114,286,388,9.0, ABplppapppp
114,115,283,371,9.0, ABplppapppa
116,117,250,427,9.0, ABplpppapap
117,118,263,420,9.0, ABplpppapaa
118,119,272,382,8.0, ABplpppaaaa
119,120,283,397,8.0, ABplpppaaap
120,121,279,257,16.0, ABplpaapapp
121,122,284,308,21.0, ABplapaaapa
122,123,281,300,19.0, ABplpaappap
123,124,273,287,18.0, ABplpaappaa
124,125,275,290,12.0, ABplpaapppp
125,126,285,270,14.0, ABplpaapapa
