,index,x,y,z,name
0,1,197,413,10.0, ABprpaa
1,2,232,430,10.0, ABprpap
2,3,261,449,12.0, ABprppp
3,4,224,459,14.0, ABprppa
4,5,173,372,13.0, ABpraap
5,6,161,336,14.0, ABpraaa
6,7,218,429,16.0, ABprapp
7,8,185,402,16.0, ABprapa
8,9,298,369,24.0, ABplppp
9,10,270,342,25.0, ABplppa
10,11,298,333,22.0, ABplpap
11,12,278,301,25.0, ABplpaa
13,14,196,337,10.0, ABarapp
14,15,178,290,10.0, ABarapa
15,16,212,271,10.0, ABaraap
16,17,185,246,11.0, ABaraaa
17,18,191,310,16.0, ABarpap
18,19,158,277,18.0, ABarpaa
19,20,164,325,21.0, ABarppa
20,21,191,364,19.0, ABarppp
21,22,221,232,14.0, ABalaap
22,23,199,215,17.0, ABalaaa
23,24,198,255,18.0, ABalapp
24,25,173,234,19.0, ABalapa
25,26,260,290,18.0, ABalppp
26,27,256,255,24.0, ABalppa
27,28,231,225,21.0, ABalpaa
28,29,262,248,17.0, ABalpap
29,30,197,336,24.0, Caaa
30,31,228,358,24.0, Caap
31,32,247,395,17.0, Capp
32,33,222,385,24.0, Capa
33,34,230,426,25.0, Cpap
34,35,196,411,23.0, Cpaa
35,36,259,436,22.0, Cpp
36,37,305,408,21.0, Da
37,38,286,437,14.0, Dp
38,39,293,401,13.0, P4
39,40,262,294,10.0, MSaap
40,41,240,250,11.0, MSaaa
41,42,300,336,12.0, MSapp
42,43,291,293,15.0, MSapa
43,44,222,299,11.0, MSpaa
44,45,251,335,9.0, MSpap
45,46,246,392,9.0, MSppp
46,47,212,364,10.0, MSppa
47,48,234,344,16.0, Ear
48,49,224,269,22.0, ABplaap
49,50,182,255,25.0, ABplaaa
50,51,238,318,23.0, ABplapp
51,52,193,296,25.0, ABplapa
54,55,246,396,15.0, Epr
55,56,267,370,20.0, Epl
57,58,276,349,14.0, Eal
