,index,x,y,z,name
0,1,163,279,14.0, ABpraaaapav
1,2,160,282,12.0, ABpraaaapad
2,3,177,284,16.0, ABprpaapaaa
3,4,194,345,9.0, ABprpaaaapa
4,5,203,371,9.0, ABprpaaaapp
5,6,179,291,13.0, ABprpaaappa
6,7,174,315,10.0, ABprpaapppp
7,8,176,303,11.0, ABprpaaappp
8,9,176,284,10.0, ABprpaaapaa
9,10,217,358,9.0, ABprppaappa
10,11,207,369,11.0, ABprppappaa
11,12,186,352,12.0, ABprppaapap
12,13,178,341,12.0, ABprppaapaa
13,14,196,341,12.0, ABprpapapaa
14,15,187,333,11.0, ABprpapaapp
15,16,185,320,10.0, ABprpapaapa
16,17,216,350,9.0, ABprpapappa
17,18,200,351,12.0, ABprpapapap
18,19,229,369,9.0, ABprpapappp
19,20,154,293,14.0, ABprpaapapp
20,21,163,307,12.0, ABprpaapppa
21,22,166,321,20.0, ABprpaappaa
22,23,157,330,18.0, ABprpaappap
23,24,162,303,17.0, ABprpaapaap
24,25,166,292,16.0, ABprpaaaaap
25,26,166,294,13.0, ABprpaaapap
26,27,249,404,12.0, ABprpappppp
27,28,232,402,12.0, ABprpappppa
28,29,205,324,11.0, ABprpapppaa
29,30,214,329,9.0, ABprpappaap
30,31,210,315,9.0, ABprpappaaa
31,32,216,339,10.0, ABprpappapa
32,33,215,349,11.0, ABprpappapp
33,34,232,356,9.0, ABprpapppap
34,35,220,421,13.0, ABprpppppap
35,36,211,410,14.0, ABprpppppaa
36,37,232,413,9.0, ABprppppapp
37,38,218,403,9.0, ABprppppapa
38,39,231,412,10.0, ABprppppaap
39,40,225,396,10.0, ABprppppaaa
40,41,211,443,10.0, ABprpppaapp
41,42,217,438,11.0, ABprpppaapa
42,43,210,399,9.0, ABprpppaaaa
43,44,215,378,9.0, ABprppaappp
44,45,205,414,10.0, ABprpppaaap
45,46,227,460,9.0, ABprpppapp
46,47,224,432,9.0, ABprpppapaa
47,48,240,436,9.0, ABprpppapap
48,49,182,318,12.0, ABprppaaaaa
49,50,174,325,11.0, ABprppaaap
50,51,194,377,13.0, ABprppapaap
51,52,198,357,10.0, ABarappappp
52,53,196,403,13.0, ABprppapapp
53,54,192,391,13.0, ABprppapapa
54,55,205,394,11.0, ABprppapppa
55,56,201,412,11.0, ABprppapppp
56,57,203,380,10.0, ABprppappap
57,58,165,364,16.0, ABpraapppp
58,59,158,340,12.0, ABpraapppa
59,60,161,308,10.0, ABpraappaa
60,61,160,322,11.0, ABpraappap
61,62,193,229,20.0, ABalapppaap
62,63,187,222,21.0, ABpraapaaaa
63,64,186,239,24.0, ABarpapaaaa
64,65,174,233,23.0, ABpraapaaap
65,66,163,247,20.0, ABpraapaapa
66,67,159,272,20.0, ABpraapaapp
67,68,167,305,23.0, ABpraapapap
68,69,162,303,24.0, ABpraapappp
69,70,168,284,22.0, ABpraapappa
70,71,172,264,20.0, ABalappapap
71,72,176,250,19.0, ABalappapaa
72,73,161,258,20.0, ABalappappp
73,74,165,281,18.0, ABpraaapaav
74,75,154,309,19.0, ABpraaapppp
75,76,164,318,22.0, ABpraaapppa
76,77,171,303,19.0, ABpraaappap
77,78,175,293,22.0, ABpraapapaa
78,79,152,275,17.0, ABprpaapapa
79,80,175,277,19.0, ABpraaapaad
80,81,161,283,20.0, ABpraaaappa
81,82,153,259,18.0, ABpraaaaapv
82,83,167,279,10.0, ABpraaaaaap
83,84,188,395,26.0, ABprappapa
84,85,187,416,14.0, ABprappapp
85,86,178,404,17.0, ABprappaap
86,87,178,388,16.0, ABprappaaa
87,88,224,464,11.0, ABprappppp
88,89,204,450,11.0, ABprappppa
89,90,201,443,15.0, ABprapppaaa
90,91,205,456,14.0, ABprapppaap
91,92,214,457,10.0, ABprapppapa
92,93,167,337,22.0, ABprapaaapa
93,94,167,349,21.0, ABprapaaapp
94,95,179,322,26.0, ABprapaaaap
95,96,166,319,25.0, ABprapaaaaa
96,97,168,376,18.0, ABprapaapp
97,98,169,353,12.0, ABprapaapa
98,99,220,458,14.0, ABprapapppp
99,100,209,462,17.0, ABprapapppa
100,101,194,440,12.0, ABprapappa
101,102,187,431,15.0, ABprapapap
102,103,194,435,23.0, ABprapapaa
103,104,258,458,10.0, ABplppppppp
104,105,253,447,9.0, ABplppppppa
105,106,271,427,13.0, ABplpppppap
106,107,278,423,15.0, ABplpppppaa
107,108,252,408,9.0, ABplpappppp
108,109,239,389,10.0, ABplpappppa
109,110,255,408,9.0, ABplppppapp
110,111,265,399,9.0, ABplppppapa
111,112,255,388,10.0, ABplppppaaa
112,113,251,395,11.0, ABplppppaap
113,114,271,441,11.0, ABplapppapp
114,115,267,428,10.0, ABplpppaapa
115,116,276,386,10.0, ABplppapppp
116,117,267,375,10.0, ABplppapppa
117,118,273,447,9.0, ABplapppapa
118,119,245,423,9.0, ABplpppapap
119,120,261,420,9.0, ABplpppapaa
120,121,265,384,8.0, ABplpppaaaa
121,122,280,396,10.0, ABplpppaaap
122,123,277,250,16.0, ABplpaapapp
123,124,289,310,21.0, ABplapaaapa
124,125,287,301,17.0, ABplpaappap
125,126,275,297,19.0, ABplpaappaa
126,127,268,291,10.0, ABplpaapppp
127,128,279,267,12.0, ABplpaapapa
128,129,273,275,12.0, ABplpaapppa
129,130,268,299,13.0, ABplppaaaaa
130,131,277,306,13.0, ABplppaaaap
131,132,276,315,8.0, ABplppaaap
132,133,246,356,10.0, ABplppaappa
133,134,255,367,9.0, ABplppaappp
134,135,268,328,11.0, ABplppaapap
135,136,274,319,10.0, ABplppaapaa
136,137,263,351,12.0, ABplppappaa
137,138,264,362,11.0, ABplppappap
138,139,282,373,10.0, ABplppapapa
139,140,286,381,12.0, ABplppapapp
140,141,280,345,10.0, ABplppapaaa
141,142,278,359,11.0, ABplppapaap
142,143,240,337,8.0, ABplpappaap
143,144,227,324,8.0, ABplpappaaa
144,145,242,377,9.0, ABplpapppaa
145,146,226,387,9.0, ABplpapppap
146,147,244,363,10.0, ABplpapappp
147,148,245,346,11.0, ABplpapappa
148,149,256,322,12.0, ABplpapapaa
149,150,257,335,11.0, ABplpapapap
150,151,252,295,11.0, ABplpapaapa
151,152,262,304,10.0, ABplpapaapp
152,153,252,313,10.0, ABplpapaaap
153,154,276,281,16.0, ABplpaapaap
154,155,254,259,17.0, ABalppppaad
155,156,271,267,15.0, ABplpaaaaap
156,157,267,359,9.0, ABplpaaaapp
157,158,259,334,9.0, ABplpaaaapa
158,159,260,272,12.0, ABplpaaappa
159,160,262,288,12.0, ABplpaaappp
160,161,272,266,11.0, ABplpaaapap
161,162,196,276,9.0, ABarappaaaa
162,163,208,287,8.0, ABarappaapa
163,164,209,307,8.0, ABarappaapp
164,165,202,360,9.0, ABarappappa
165,166,185,275,11.0, ABarappppap
166,167,196,317,8.0, ABarappapaa
167,168,200,334,9.0, ABarappapap
168,169,191,285,8.0, ABarapppapa
169,170,196,306,8.0, ABarapppapp
170,171,178,275,9.0, ABalaapappa
171,172,186,297,11.0, ABarapppppa
172,173,190,297,10.0, ABarapppppp
173,174,196,333,11.0, ABprpapaaap
174,175,194,317,11.0, ABprpapaaaa
175,176,210,287,17.0, ABarapaapap
