,index,x,y,z,name
0,1,158,362,15.0, ABprpaaa
1,2,183,386,9.0, ABprpapa
2,3,172,383,13.0, ABprpaap
3,4,201,411,10.0, ABprpapp
4,5,232,444,10.0, ABprpppp
5,6,204,451,14.0, ABprpppa
6,7,177,411,13.0, ABprppaa
7,8,211,426,13.0, ABprppap
8,9,171,394,19.0, ABpraapp
9,10,162,358,20.0, ABpraapa
10,11,158,327,19.0, ABpraaap
11,12,155,306,15.0, ABpraaaa
12,13,190,426,19.0, ABprappa
13,14,221,435,18.0, ABprappp
14,15,172,373,25.0, ABprapaa
15,16,190,409,24.0, ABprapap
16,17,308,365,17.0, ABplpppp
17,18,306,336,15.0, ABplpppa
18,19,292,305,24.0, ABplppaa
19,20,298,331,20.0, ABplppap
20,21,296,308,16.0, ABplpapp
21,22,291,280,18.0, ABplpapa
22,23,284,281,23.0, ABplpaap
23,24,272,255,21.0, ABplpaaa
24,25,160,334,13.0, ABarappa
25,26,181,351,12.0, ABarappp
26,27,174,287,10.0, ABarapaa
27,28,180,325,9.0, ABarapap
28,29,214,282,9.0, ABaraapp
29,30,197,245,9.0, ABaraapa
30,31,179,233,13.0, ABaraaaa
31,32,172,262,12.0, ABaraaap
32,33,168,293,18.0, ABarpapa
33,34,175,333,23.0, ABarpapp
34,35,172,294,24.0, ABarpaap
35,36,161,264,21.0, ABarpaaa
36,37,199,314,25.0, ABarppaa
37,38,218,341,23.0, ABarppap
38,39,196,362,24.0, ABarpppa
39,40,218,386,23.0, ABarpppp
40,41,200,289,17.0, ABalaapp
41,42,194,260,16.0, ABalaapa
42,43,189,220,17.0, ABalaaaa
43,44,181,240,18.0, ABalaaap
44,45,194,270,20.0, ABalappa
45,46,212,303,20.0, ABalappp
46,47,180,267,25.0, ABalapap
47,48,183,243,22.0, ABalapaa
48,49,255,279,17.0, ABalpppp
49,50,232,257,19.0, ABalpppa
50,51,245,221,19.0, ABalppaa
51,52,258,245,18.0, ABalppap
52,53,221,225,20.0, ABalpaap
53,54,212,213,15.0, ABalpaaa
54,55,233,228,13.0, ABalpapa
55,56,251,257,11.0, ABalpapp
56,57,249,365,24.0, Caaa
57,58,296,379,25.0, Caap
58,59,299,421,22.0, Capp
59,60,269,405,26.0, Capa
60,61,255,448,24.0, Cpap
61,62,224,417,24.0, Cpaa
62,63,281,445,19.0, Cppp
63,64,243,456,16.0, Cppa
64,65,297,397,15.0, Da
65,66,267,433,12.0, Dp
66,67,260,364,10.0, Z3
67,68,280,404,10.0, Z2
68,69,258,335,9.0, MSaapp
69,70,253,293,9.0, MSaapa
70,71,214,243,14.0, MSaaaa
71,72,235,284,12.0, MSaaap
72,73,286,354,15.0, MSappp
73,74,278,333,11.0, MSappa
74,75,263,292,14.0, MSapaa
75,76,269,320,15.0, MSapap
76,77,192,296,11.0, MSpaaa
77,78,210,319,13.0, MSpaap
78,79,219,325,9.0, MSpapa
79,80,234,363,9.0, MSpapp
80,81,250,406,11.0, MSpppp
81,82,225,391,10.0, MSpppa
82,83,207,381,13.0, MSppap
83,84,201,348,12.0, MSppaa
84,85,223,370,18.0, Earp
85,86,190,342,18.0, Eara
86,87,258,295,23.0, ABplaapp
87,88,242,261,25.0, ABplaapa
88,89,209,275,26.0, ABplaaap
89,90,294,351,23.0, ABplappp
90,91,274,322,25.0, ABplappa
91,92,222,296,25.0, ABplapaa
92,93,241,320,23.0, ABplapap
95,96,233,393,15.0, Epra
96,97,284,396,20.0, Eplp
97,98,263,366,18.0, Epla
99,100,232,320,17.0, Eala
100,101,258,351,14.0, Ealp
101,102,207,243,26.0, ABplaaaa
105,106,254,421,18.0, Eprp
