,index,x,y,z,name
0,1,150,313,15.0, ABprpaaaa
1,2,152,342,15.0, ABprpaaap
2,3,188,358,10.0, ABprpapaa
3,4,172,373,11.0, ABprpapap
4,5,166,372,15.0, ABprpaapp
5,6,157,357,13.0, ABprpaapa
6,7,191,401,10.0, ABprpappp
7,8,185,385,10.0, ABprpappa
8,9,200,430,9.0, ABprppppp
9,10,188,422,13.0, ABprppppa
10,11,179,420,18.0, ABprpppaa
11,12,197,442,19.0, ABprpppap
12,13,170,388,15.0, ABprppaaa
13,14,177,406,14.0, ABprppaap
14,15,193,407,18.0, ABprppapa
15,16,206,428,18.0, ABprppapp
16,17,179,372,21.0, ABpraappp
17,18,156,367,21.0, ABpraappa
18,19,153,321,22.0, ABpraapaa
19,20,157,347,23.0, ABpraapap
20,21,153,277,20.0, ABpraaapa
21,22,165,309,19.0, ABpraaapp
22,23,156,293,15.0, ABpraaaap
23,24,155,272,14.0, ABpraaaaa
24,25,191,426,24.0, ABprappap
25,26,179,400,22.0, ABprappaa
26,27,221,453,20.0, ABprapppp
27,28,209,438,24.0, ABprapppa
28,29,169,361,26.0, ABprapaaa
29,30,193,374,26.0, ABprapaap
30,31,211,422,26.0, ABprapapp
31,32,200,389,23.0, ABprapapa
32,33,291,380,10.0, ABplppppp
33,34,280,352,10.0, ABplppppa
34,35,305,370,12.0, ABplpppap
35,36,297,343,12.0, ABplpppaa
36,37,294,312,17.0, ABplpaapp
37,38,284,311,14.0, ABplppaaa
38,39,301,325,13.0, ABplppaap
39,40,294,360,15.0, ABplppapp
40,41,295,336,17.0, ABplppapa
41,42,270,308,9.0, ABplpappa
42,43,279,330,10.0, ABplpappp
43,44,279,296,11.0, ABplpapap
44,45,279,275,12.0, ABplpapaa
45,46,293,288,17.0, ABplpaapa
46,47,271,254,17.0, ABplpaaaa
47,48,283,275,16.0, ABplpaaap
48,49,172,292,11.0, ABarappaa
49,50,178,320,9.0, ABarappap
50,51,158,319,12.0, ABarapppa
51,52,178,337,12.0, ABarapppp
52,53,194,291,10.0, ABarapaap
53,54,195,263,8.0, ABarapaaa
54,55,194,305,8.0, ABarapapa
55,56,202,341,10.0, ABarapapp
56,57,222,296,9.0, ABaraappp
57,58,217,273,9.0, ABaraappa
58,59,214,230,11.0, ABaraapaa
59,60,218,257,11.0, ABaraapap
60,61,202,245,9.0, ABaraaaap
61,62,183,226,13.0, ABaraaaaa
62,63,186,253,12.0, ABaraaapa
63,64,180,275,9.0, ABaraaapp
64,65,180,266,25.0, ABarpapaa
65,66,165,291,26.0, ABarpapap
66,67,175,336,26.0, ABarpappp
67,68,162,308,26.0, ABarpappa
68,69,195,316,25.0, ABarpaapp
69,70,194,287,28.0, ABarpaapa
70,71,186,246,26.0, ABarpaaaa
